Date,Open,High,Low,Close,Volume,BBM_20_2.0,BBU_20_2.0,BBL_20_2.0,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,RSI_14,price_change_1d,price_change_5d,volatility_21d,label
2020-07-17 00:00:00+05:30,30.34178786926874,31.41621380854092,30.16987906320764,30.427743911743164,68818173,28.1349157333374,32.16171991773893,24.10811154893587,1.1368553741485885,0.9814050842298948,0.1554502899186934,71.1191676422678,0.0260871394136454,-0.0406502114275006,0.0341630456562475,0
2020-07-20 00:00:00+05:30,30.4277382066745,30.771552475445265,29.9549882589231,30.55666732788086,27638440,28.32186574935913,32.43737434164736,24.206357157070908,1.1600668013566882,1.0171374276552536,0.1429293737014345,69.58177157055118,0.0042370350069871,-0.0055945684543853,0.0341293092465101,0
2020-07-21 00:00:00+05:30,30.599648055503128,31.029418411782032,30.16987769922422,30.814533233642575,31595112,28.465838813781737,32.72338737943773,24.208290248125746,1.1856027575906791,1.0508304936423387,0.1347722639483406,70.52240554652761,0.0084389407717389,0.0482455921225128,0.0335902005660159,0
2020-07-22 00:00:00+05:30,30.7715538262366,31.50216532735981,29.783084071381367,30.212854385375977,42531617,28.65064001083374,32.872695362934266,24.428584658733214,1.144101245290166,1.0694846439719043,0.0746166013182616,64.9056801582833,-0.0195258141249305,0.0555555074283939,0.0330984590699473,0
2020-07-23 00:00:00+05:30,30.212854385375977,30.556668669239297,30.16987473086669,30.212854385375977,11579750,28.835441207885744,32.98721089953253,24.68367151623896,1.0985476245955716,1.075297240096638,0.0232503844989337,66.66667240060406,0.0,0.0188406153190685,0.0306414110658109,0
2020-07-24 00:00:00+05:30,29.912012898114615,29.912012898114615,28.923543153177548,29.525218963623047,15870701,29.00090265274048,32.97299952029698,25.028805785183977,0.9954842969645838,1.059334651470227,-0.0638503545056432,59.84249753460121,-0.0227596973454374,-0.0296612509536666,0.0312849515879662,0
2020-07-27 00:00:00+05:30,29.52522224653427,29.61117828536055,28.83759033036211,29.224384307861328,13712354,29.192150402069093,32.7842821282173,25.60001867592089,0.8793939190508837,1.0233465049863586,-0.1439525859354748,56.224892154009225,-0.010189074503812,-0.0436004033333803,0.0312546640637361,0
2020-07-28 00:00:00+05:30,29.48224159005884,30.68559972797436,29.310332816229888,30.55666732788086,29751288,29.413481998443604,32.74741609786968,26.079547899017523,0.8846973234898492,0.9956166686870568,-0.1109193451972075,50.90086866265295,0.0455880611883805,-0.008368321006407,0.0312239613186666,0
2020-07-29 00:00:00+05:30,30.2988057953267,31.330255159030145,30.16987339528109,30.4707145690918,38860031,29.63266468048096,32.60228795492223,26.66304140603968,0.8719137613264927,0.970876087214944,-0.0989623258884513,43.65480815478731,-0.002812897030516,0.0085347839176901,0.0309991233676538,0
2020-07-30 00:00:00+05:30,30.599648694147486,30.8145338767718,29.224384836906932,29.43927001953125,25902582,29.763744831085205,32.42568697291107,27.101802689259337,0.7696813338965072,0.9306371365512568,-0.1609558026547495,37.78801965841158,-0.0338503564536291,-0.0256044780138074,0.0322603964124058,0
2020-07-31 00:00:00+05:30,29.65415466532988,29.912016224033486,28.83759033036211,29.224384307861328,26453718,29.899122524261475,32.10151883562559,27.696726212897364,0.663671525333573,0.8772440143077199,-0.2135724889741469,41.20601793515956,-0.0072992880437374,-0.010189074503812,0.03198926002743,0
2020-08-03 00:00:00+05:30,29.052472278749903,29.86903652292383,28.88056349909951,29.525218963623047,29156107,30.006564807891845,31.875128764013457,28.138000851770236,0.59705040540533,0.821205292527242,-0.2241548871219119,50.85711909079821,0.0102939604336094,0.0102939604336094,0.031802002717419,0
